company_name,url,contact_url,decision,reason
日本印刷出版株式会社,https://jpp.co.jp/,https://jpp.co.jp/contact/,accept,no_live_or_master_match
日栄印刷紙工株式会社,https://nichiei-prn.com/,https://nichiei-prn.com/contact/index.php,accept,no_live_or_master_match
昌和株式会社,https://www.showa-print.com/,https://www.showa-print.com/contact/,accept,no_live_or_master_match
昌栄印刷株式会社,https://www.shoei-printing.com/,https://www.shoei-printing.com/contact,exclude,existing_sheet_match
明和印刷株式会社,https://www.meiwa-printing.co.jp/,https://www.meiwa-printing.co.jp/contact,accept,no_live_or_master_match
明文堂工業株式会社,https://www.meibundo.co.jp/,https://www.meibundo.co.jp/information,accept,no_live_or_master_match
有限会社meikodo,https://www.meikodo.jp/,https://www.meikodo.jp/inquiry,accept,no_live_or_master_match
有限会社ウマキタック工芸,https://umaki-tack.co.jp/,https://umaki-tack.co.jp/estimate-form,accept,no_live_or_master_match
有限会社サンエスタイプ印刷,https://www.tabinoshioriya.com/,https://www.tabinoshioriya.com/contact.html,accept,no_live_or_master_match
有限会社サンクラール,http://www.sunklarl.co.jp/,https://www.sunklarl.co.jp/contact/,accept,no_live_or_master_match
有限会社マサル紙工所,https://www.masarushikoh.com/,https://www.masarushikoh.com,accept,no_live_or_master_match
有限会社三陽美術,https://www.sanyoubijyutsu.co.jp/,https://www.sanyoubijyutsu.co.jp/estimate/,accept,no_live_or_master_match
有限会社山添,https://www.yamazoe-p.jp/,https://www.yamazoe-p.jp/contact,accept,no_live_or_master_match
有限会社立花製本,https://www.tachibanaseihon.jp/,https://www.tachibanaseihon.jp/contact.html,accept,no_live_or_master_match
松和印刷株式会社,https://showa-pr.co.jp/,https://showa-pr.co.jp/contact/,accept,no_live_or_master_match
株式会社DNET,https://www.dnet-pub.com/,https://www.dnet-pub.com/contact,accept,no_live_or_master_match
株式会社NPCコーポレーション,https://www.naniwa.com/,https://www.naniwa.com/contact/,accept,no_live_or_master_match
株式会社SEIUNDO,https://www.seiun.net/,https://www.seiun.net/inquiry.html,accept,no_live_or_master_match
株式会社あいぼっくす,https://ibox-data.com/,https://ibox-data.com/information,accept,no_live_or_master_match
株式会社アゾン,https://azonx.co.jp/,https://azonx.co.jp/contact/,accept,no_live_or_master_match
株式会社アドバンスダイソー,https://www.advance-daiso.co.jp/,https://www.advance-daiso.co.jp/contact-us/,accept,no_live_or_master_match
株式会社アンリ,https://anri.ne.jp/,https://anri.ne.jp/contact,accept,no_live_or_master_match
株式会社アーツ,https://www.arts-net.co.jp/,https://www.arts-net.co.jp/page/site/contact.html,exclude,existing_sheet_match
株式会社アート印刷所,https://www.jp-artpt.com/,https://www.jp-artpt.com/contact/,accept,no_live_or_master_match
株式会社イシダ印刷,https://www.lowcost-print.com/,https://www.lowcost-print.com/sasshi-seihon/custom/,accept,no_live_or_master_match
株式会社イプリコ,https://www.iprico.jp/,https://www.iprico.jp/contact/,accept,no_live_or_master_match
株式会社イマイチ,https://imaichi.co.jp/wps_evp_imaichi/,https://imaichi.co.jp/wps_evp_imaichi/contact/,accept,no_live_or_master_match
株式会社エイト,http://eight-pp.info/,http://eight-pp.info/contact/index,exclude,existing_sheet_match
株式会社エフ・エー・フロンティア,https://www.fa-frontier.com/,http://fa-frontier.com/contact01/,accept,no_live_or_master_match
株式会社オオウエ,https://washi-oue.com/,https://washi-oue.com/pages/euquiry-about-product,accept,no_live_or_master_match
株式会社キングプリンターズ,https://kingprinters.com/,https://kingprinters.com/quickdesign/info/faq,accept,no_live_or_master_match
株式会社ケーエスアイ,https://www.ksinet.co.jp/,https://www.ksinet.co.jp/contact,accept,no_live_or_master_match
株式会社コトブキ企画,https://www.kotonet.co.jp,https://www.kotonet.co.jp/inquiry/,accept,no_live_or_master_match
株式会社コーユービジネス,https://www.koyu.co.jp/,https://www.koyu.co.jp/contact/,accept,no_live_or_master_match
株式会社サイズビジョン,https://www.psys.jp/,https://www.psys.jp/contact/,accept,no_live_or_master_match
株式会社サンエス印刷所,https://sanesu-printing.jp/,https://sanesu-printing.jp/contact/,accept,no_live_or_master_match
株式会社サンセイ,https://www.sansei-int.co.jp/,https://www.sansei-int.co.jp/contact/,review,jpx_name_requires_official_domain_check
株式会社ジェイビーエフサプライ,https://www.jbfs.co.jp/,https://www.jbfs.co.jp/information/,accept,no_live_or_master_match
株式会社スミタ,https://sumita.co.jp/,https://sumita.co.jp/pages/5/,accept,no_live_or_master_match
株式会社ダイシンコラボレーション,https://daishin-inc.co.jp/,https://daishin-inc.co.jp/contact/,accept,no_live_or_master_match
株式会社ネストン,https://neston.co.jp/,https://neston.co.jp/contact,accept,no_live_or_master_match
株式会社ハラタ,https://www.hrt.co.jp/,https://www.hrt.co.jp/contact/,accept,no_live_or_master_match
株式会社フリーテック,https://www.freetech.ne.jp/,https://www.freetech.ne.jp/contact/,accept,no_live_or_master_match
株式会社ブンカ,https://www.e-bunka.biz/,https://www.e-bunka.biz/information/,exclude,existing_sheet_match
株式会社プリント大阪,https://www.printosaka.jp/,https://www.printosaka.jp/contact,accept,no_live_or_master_match
株式会社ホクトーシステム,https://www.hokutoh-sys.co.jp/,https://www.hokutoh-sys.co.jp/contact.html,accept,no_live_or_master_match
株式会社メインカラー,https://www.maincolor.jp/,https://www.maincolor.jp/contact-8,accept,no_live_or_master_match
株式会社ヤマガタグラビヤ,https://www.yamagata-group.co.jp/,https://www.yamagata-group.co.jp/publics/index/98/,accept,no_live_or_master_match
株式会社ユニオン紙器,https://www.union-shiki.co.jp/,https://www.union-shiki.co.jp/contact/,accept,no_live_or_master_match
株式会社ライブアートブックス,https://www.live-art-books.jp/about,https://www.live-art-books.jp/contact/,accept,no_live_or_master_match
株式会社ラフコネクト,https://laughconnect.co.jp/,https://laughconnect.co.jp/contact,accept,no_live_or_master_match
株式会社ロンド工房,http://rondowerkstatt.com/,http://rondowerkstatt.com/contact/,accept,no_live_or_master_match
株式会社丸紀印刷,https://marukisp.com/,https://marukisp.com/estimate/,accept,no_live_or_master_match
株式会社光陽社,https://www.koyosha-p.co.jp/,https://www.koyosha-p.co.jp/お問い合わせ,review,jpx_name_requires_official_domain_check
株式会社啓文社,https://kbunsha.co.jp/,https://kbunsha.co.jp/contact/,accept,no_live_or_master_match
株式会社坂井印刷所,https://www.sakai-prt.co.jp/,https://www.sakai-prt.co.jp/contact/,accept,no_live_or_master_match
株式会社大伸社ディライト,https://d-delight.jp/,https://d-delight.jp/service/information_management,exclude,existing_sheet_match
株式会社大和マーク製作所,http://www.daiwa-mk.jp/,http://www.daiwa-mk.jp/contact/,accept,no_live_or_master_match
株式会社大平商会,https://www.taihei-shokai.com/,https://www.taihei-shokai.com/contact/,accept,no_live_or_master_match
株式会社宝文社,https://hobunsha.co.jp/,https://hobunsha.co.jp/contact/,accept,no_live_or_master_match
株式会社小橋印刷,https://www.kobashiprinting.co.jp/,https://www.kobashiprinting.co.jp/contact/,accept,no_live_or_master_match
株式会社平井星光堂,https://star-wind.co.jp/,https://star-wind.co.jp/inq/,accept,no_live_or_master_match
株式会社平和紙化工所,https://heiwakami.co.jp/,https://heiwakami.co.jp/contact,accept,no_live_or_master_match
株式会社広集舎,https://koshusha-ltd.co.jp/,https://koshusha-ltd.co.jp/contact/,accept,no_live_or_master_match
株式会社恒和プロダクト,https://www.kowa-dtp.com/,https://www.kowa-dtp.com/contact/,exclude,existing_sheet_match
株式会社文誠堂印刷所,https://www.bunseidoh.jp/,https://www.bunseidoh.jp/contact/,accept,no_live_or_master_match
株式会社新聞印刷,https://shinbun-p.co.jp/,https://shinbun-p.co.jp/form,accept,no_live_or_master_match
株式会社新進社,http://shinshinsya.com/,http://shinshinsya.com/?p=99,accept,no_live_or_master_match
株式会社日宣印刷,https://nissenprint.co.jp/,https://nissenprint.co.jp/contact,accept,no_live_or_master_match
株式会社日研,http://nikken-p.com/,https://nikken-p.com/index.php/contact/,accept,no_live_or_master_match
株式会社日進社,https://www.nissinsya.co.jp/,https://www.nissinsya.co.jp/contact,accept,no_live_or_master_match
株式会社明光舎印刷所,https://meikohsha.wixsite.com/meikohsha,https://meikohsha.wixsite.com/meikohsha,accept,no_live_or_master_match
株式会社明和商会,https://www.meiwa-sh.co.jp/,https://www.meiwa-sh.co.jp/contact.php,accept,no_live_or_master_match
株式会社栄光堂印刷所,https://eikodo-print.co.jp/,https://eikodo-print.co.jp/contact/,accept,no_live_or_master_match
株式会社森川紙器製作所,https://e-hako-morikawa.co.jp/,https://e-hako-morikawa.co.jp/pages/58/,accept,no_live_or_master_match
株式会社渡辺護三堂,https://gosando.co.jp/,https://gosando.co.jp/contact/,accept,no_live_or_master_match
株式会社研文社,https://www.kenbunsya.jp/,https://www.kenbunsya.jp/contact/,accept,no_live_or_master_match
株式会社秀永,https://syuei-inc.co.jp/,https://syuei-inc.co.jp/contact/,accept,no_live_or_master_match
株式会社米谷,https://www.p-yonetani.com/,https://www.p-yonetani.com/contact,exclude,existing_sheet_match
株式会社美生社,https://biseisya.co.jp/,https://biseisya.co.jp/contact,accept,no_live_or_master_match
株式会社美販,https://www.bihan.jp/,https://www.bihan.jp/inquiry/,accept,no_live_or_master_match
株式会社遊文舎,https://www.yubun.co.jp/,https://www.yubun.co.jp/contact/index.php,exclude,existing_sheet_match
株式会社関西共同印刷所,https://www.kansai-kyodo.jp/,https://www.kansai-kyodo.jp/contact/,accept,no_live_or_master_match
株式会社青光印刷,https://bluelight.co.jp/,https://bluelight.co.jp/contact,accept,no_live_or_master_match
株式会社高速オフセット,https://www.kousoku-offset.co.jp/,https://www.kousoku-offset.co.jp/businessform/,accept,no_live_or_master_match
永井印刷株式会社,https://nagaiprint.com/,https://nagaiprint.com/pages/4/,exclude,existing_sheet_match
清水産業株式会社,https://www.uv-shimizu.co.jp/,https://www.uv-shimizu.co.jp/contact/,accept,no_live_or_master_match
白石封筒工業株式会社,http://e-futo.jp/,https://e-futo.jp/contact/,accept,no_live_or_master_match
相互ビジネスフォーム株式会社,https://www.sougo-bf.co.jp/,https://www.sougo-bf.co.jp/service/form-denpyou/,accept,no_live_or_master_match
竹原印刷紙工株式会社,https://www.takehara-print.co.jp/,https://www.takehara-print.co.jp/お問い合わせ,accept,no_live_or_master_match
米岡印刷株式会社,https://www.yonep.net/,https://www.yonep.net/contact,accept,no_live_or_master_match
綾田印刷株式会社,https://avis-info.com/,https://avis-info.com/contact-2/,accept,no_live_or_master_match
芳武印刷株式会社,https://www.yoshitake-p.com/,https://www.yoshitake-p.com/contact.html,accept,no_live_or_master_match
谷口印刷紙業株式会社,https://taniguchi-print.co.jp/,https://taniguchi-print.co.jp/contact,accept,no_live_or_master_match
豊印刷株式会社,https://www.yutakaprint.co.jp/,https://www.yutakaprint.co.jp/contact/,accept,no_live_or_master_match
赤木印刷株式会社,https://www.akagi-printing.co.jp/,https://www.akagi-printing.co.jp/inquiry/,accept,no_live_or_master_match
速水印刷株式会社,http://www.hayami-p.co.jp/,http://www.hayami-p.co.jp/,exclude,existing_sheet_match
都インキ株式会社,https://www.miyakoink.co.jp/,https://www.miyakoink.co.jp/contact/,accept,no_live_or_master_match
関西化工株式会社,https://www.kansaikakou.com/,http://www.kansaikakou.com/contact.html,accept,no_live_or_master_match
青山印刷紙工株式会社,http://www.aoyama-pp.com/,http://www.aoyama-pp.com/contact,accept,no_live_or_master_match
青葉印刷株式会社,https://aoba.co.jp/,https://aoba.co.jp/contact/,exclude,existing_sheet_match
